,title,budget,revenue,RB Ratio,metascore
One Night with the King,One Night with the King,20000000,13391174,0.6695587,38
The Quiet American,The Quiet American,30000000,27674124,0.9224708,84
The Weather Man,The Weather Man,20000000,12482775,0.62413875,61
Undisputed,Undisputed,20000000,12398628,0.6199314,58
12 Rounds,12 Rounds,20000000,17280326,0.8640163,38
Let Me In,Let Me In,20000000,24145613,1.20728065,79
Triple 9,Triple 9,20000000,12639297,0.63196485,52
Deconstructing Harry,Deconstructing Harry,20000000,10686841,0.53434205,61
Burnt,Burnt,20000000,36606743,1.83033715,42
Death Sentence,Death Sentence,20000000,16974459,0.84872295,36
Code Name: The Cleaner,Code Name: The Cleaner,20000000,10337477,0.51687385,33
Connie and Carla,Connie and Carla,20000000,11341016,0.5670508,44
Sweet Charity,Sweet Charity,8000000,20000000,2.5,53
Inherent Vice,Inherent Vice,20000000,11110975,0.55554875,81
Battle of the Year,Battle of the Year,20000000,16549477,0.82747385,29
An American Carol,An American Carol,20000000,7000000,0.35,20
Machete Kills,Machete Kills,12000000,15008161,1.250680083,41
Little Boy,Little Boy,20000000,6420319,0.32101595,30
A Dangerous Method,A Dangerous Method,15000000,27462041,1.830802733,76
A Scanner Darkly,A Scanner Darkly,8700000,7659918,0.880450345,73
Alone in the Dark,Alone in the Dark,20000000,10442808,0.5221404,9
Bandslam,Bandslam,20000000,5210988,0.2605494,66
A Most Violent Year,A Most Violent Year,20000000,12007070,0.6003535,79
I'm Not There.,I'm Not There.,20000000,4001121,0.20005605,73
The Cold Light of Day,The Cold Light of Day,20000000,16863583,0.84317915,22
The Brothers Bloom,The Brothers Bloom,20000000,5530764,0.2765382,55
Princess Mononoke,Princess Mononoke,26500000,159375308,6.014162566,76
The Proposition,The Proposition,2000000,5048693,2.5243465,73
Marci X,Marci X,20000000,1675706,0.0837853,20
Equilibrium,Equilibrium,20000000,5359645,0.26798225,33
The Children of Huang Shi,The Children of Huang Shi,40000000,7400000,0.185,49
By the Sea,By the Sea,10000000,3727746,0.3727746,44
Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,20000000,4634062,0.2317031,31
The Tempest,The Tempest,20000000,346594,0.0173297,43
The Frozen Ground,The Frozen Ground,27220000,5496951,0.201945298,37
Bad Teacher,Bad Teacher,20000000,216197492,10.8098746,47
Sea of Love,Sea of Love,19000000,110879513,5.835763842,66
A Cinderella Story,A Cinderella Story,19000000,70067909,3.687784684,25
Scream,Scream,14000000,173046663,12.36047593,65
The Shining,The Shining,19000000,44017374,2.316703895,66
House on Haunted Hill,House on Haunted Hill,19000000,40846082,2.149793789,28
The Switch,The Switch,19000000,49830607,2.622663526,52
Just Married,Just Married,18000000,101564935,5.642496389,28
The Devil's Double,The Devil's Double,19100000,5728213,0.29990644,52
The Crazies,The Crazies,20000000,54956140,2.747807,55
The Bounty,The Bounty,25000000,8613462,0.34453848,62
Sex Drive,Sex Drive,19000000,18755936,0.987154526,49
Leap Year,Leap Year,19000000,29922472,1.574866947,33
Take Me Home Tonight,Take Me Home Tonight,19000000,6928068,0.364635158,42
The Amityville Horror,The Amityville Horror,19000000,108047131,5.686691105,33
Adaptation.,Adaptation.,19000000,32801173,1.726377526,83
Land of the Dead,Land of the Dead,15000000,46770602,3.118040133,71
Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,18500000,10680275,0.577312162,41
The Invention of Lying,The Invention of Lying,18500000,31912793,1.725015838,58
Neighbors,Neighbors,18000000,268157400,14.89763333,68
Big,Big,18000000,151668774,8.426043,73
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,261572744,14.53181911,89
Legally Blonde,Legally Blonde,18000000,141774679,7.876371056,59
Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,18000000,87000000,4.833333333,56
The Exorcism of Emily Rose,The Exorcism of Emily Rose,19000000,144216468,7.590340421,46
Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo,17000000,65535067,3.855003941,30
Left Behind,Left Behind,16000000,19682924,1.23018275,12
Barbershop 2:  Back in Business,Barbershop 2:  Back in Business,18000000,65070412,3.615022889,59
Bad Santa,Bad Santa,23000000,76488889,3.32560387,70
Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,16500000,67683989,4.102059939,51
My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,18000000,88923251,4.940180611,37
Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,21000000,72417394,3.448447333,51
Predator,Predator,18000000,98235548,5.457530444,45
Amadeus,Amadeus,18000000,51973029,2.8873905,88
Mean Girls,Mean Girls,17000000,129042871,7.590757118,66
Gosford Park,Gosford Park,19800000,87754044,4.432022424,90
Peggy Sue Got Married,Peggy Sue Got Married,18000000,41382841,2.299046722,74
Blue Jasmine,Blue Jasmine,18000000,99206215,5.511456389,78
United 93,United 93,15000000,76286096,5.085739733,90
Honey,Honey,18000000,62646763,3.480375722,37
Soul Surfer,Soul Surfer,18000000,47088990,2.616055,53
Catch-22,Catch-22,18000000,24911670,1.383981667,70
Conan the Destroyer,Conan the Destroyer,18000000,100000000,5.555555556,53
Raging Bull,Raging Bull,18000000,23000000,1.277777778,89
Love Happens,Love Happens,18000000,36133014,2.007389667,33
127 Hours,127 Hours,18000000,35692920,1.98294,82
Center Stage,Center Stage,18000000,17200925,0.955606944,52
Love the Coopers,Love the Coopers,17000000,24000000,1.411764706,31
Catch That Kid,Catch That Kid,18000000,16702864,0.927936889,33
Steve Jobs,Steve Jobs,30000000,34441873,1.148062433,82
The Tailor of Panama,The Tailor of Panama,21000000,28008462,1.333736286,66
Blow Out,Blow Out,18000000,12000000,0.666666667,85
Getaway,Getaway,18000000,10501938,0.583441,22
The Ice Storm,The Ice Storm,18000000,8038061,0.446558944,72
And So It Goes,And So It Goes,18000000,25312387,1.406243722,38
Dragonslayer,Dragonslayer,18000000,14110013,0.783889611,68
Ed Wood,Ed Wood,18000000,5887457,0.327080944,70
Labor Day,Labor Day,18000000,20275812,1.126434,52
Mongol: The Rise of Genghis Khan,Mongol: The Rise of Genghis Khan,18000000,26527510,1.473750556,74
RockNRolla,RockNRolla,18000000,25739015,1.429945278,53
Mao's Last Dancer,Mao's Last Dancer,25000000,20719451,0.82877804,55
Midnight Special,Midnight Special,18000000,6212282,0.345126778,76
The Railway Man,The Railway Man,18000000,22309223,1.239401278,59
The Wraith,The Wraith,2700000,3500000,1.296296296,39
Metallica: Through the Never,Metallica: Through the Never,18000000,7972967,0.442942611,61
The Informers,The Informers,18000000,382174,0.021231889,20
Day of the Dead,Day of the Dead,3500000,34000000,9.714285714,60
Renaissance,Renaissance,18000000,1831348,0.101741556,57
Red Sonja,Red Sonja,17900000,6948633,0.388191788,35
Red Lights,Red Lights,14000000,13551174,0.967941,36
Superbad,Superbad,20000000,121463226,6.0731613,76
Step Up 2: The Streets,Step Up 2: The Streets,23000000,150816700,6.557247826,50
Hoodwinked!,Hoodwinked!,15000000,51053787,3.4035858,45
Hotel Rwanda,Hotel Rwanda,17500000,38000000,2.171428571,79
Hitman,Hitman,24000000,99965753,4.165239708,35
Black Nativity,Black Nativity,17500000,7018189,0.401039371,48
The Prince,The Prince,18000000,266586800,14.81037778,19
Aliens,Aliens,18500000,183316455,9.908997568,84
My Fair Lady,My Fair Lady,17000000,72070731,4.239454765,95
I Know What You Did Last Summer,I Know What You Did Last Summer,17000000,125586134,7.387419647,52
Let's Be Cops,Let's Be Cops,17000000,136621271,8.036545353,30
Sideways,Sideways,16000000,109502303,6.843893938,94
Beerfest,Beerfest,17500000,19179969,1.095998229,46
The Best Man Holiday,The Best Man Holiday,17000000,71625195,4.213246765,59
Smokin' Aces,Smokin' Aces,17000000,57103895,3.359052647,45
Saw: The Final Chapter,Saw: The Final Chapter,20000000,136150434,6.8075217,24
A Night at the Roxbury,A Night at the Roxbury,17000000,30331165,1.784186176,26
Beastly,Beastly,17000000,43165571,2.539151235,40
The Hills Have Eyes,The Hills Have Eyes,15000000,69623713,4.641580867,52
ATL,ATL,20000000,21170563,1.05852815,63
Pitch Perfect,Pitch Perfect,17000000,115350426,6.785319176,66
Summer Catch,Summer Catch,34000000,19693891,0.579232088,21
Brooklyn's Finest,Brooklyn's Finest,17000000,29536299,1.737429353,43
Evil Dead,Evil Dead,17000000,97542952,5.737820706,57
My Life in Ruins,My Life in Ruins,17000000,20455276,1.203251529,34
American Dreamz,American Dreamz,17000000,7314027,0.430236882,45
Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,17000000,19300000,1.135294118,24
Running Scared,Running Scared,17000000,9500000,0.558823529,41
The Illusionist,The Illusionist,40000000,86915017,2.172875425,68
Roar,Roar,17000000,2000000,0.117647059,65
Veronica Guerin,Veronica Guerin,17000000,1569918,0.092348118,55
Escobar: Paradise Lost,Escobar: Paradise Lost,17000000,3758328,0.221078118,56
Southland Tales,Southland Tales,17000000,374743,0.022043706,44
The Apparition,The Apparition,17000000,9627492,0.566323059,18
Fur: An Imaginary Portrait of Diane Arbus,Fur: An Imaginary Portrait of Diane Arbus,16800000,2281089,0.135779107,50
Wall Street,Wall Street,15000000,43848069,2.9232046,56
Sense and Sensibility,Sense and Sensibility,16500000,135000000,8.181818182,84
Becoming Jane,Becoming Jane,16500000,37311672,2.261313455,55
Sydney White,Sydney White,16500000,13620075,0.825459091,45
House of Sand and Fog,House of Sand and Fog,16500000,16942795,1.026836061,71
Dead Poets Society,Dead Poets Society,16400000,235860116,14.38171439,79
When Harry Met Sally...,When Harry Met Sally...,16000000,92823546,5.801471625,76
The Verdict,The Verdict,16000000,53977250,3.373578125,77
Road Trip,Road Trip,16000000,119754278,7.484642375,55
The Artist,The Artist,15000000,133432856,8.895523733,89
The Unborn,The Unborn,16000000,76514050,4.782128125,30
Moonrise Kingdom,Moonrise Kingdom,16000000,68263166,4.266447875,84
The Young Messiah,The Young Messiah,18500000,6490401,0.350832486,33
Pan's Labyrinth,Pan's Labyrinth,19000000,83258226,4.382011895,98
Baby Boy,Baby Boy,16000000,29381649,1.836353063,55
The Roommate,The Roommate,16000000,40492759,2.530797438,23
Joe Dirt,Joe Dirt,17700000,30987695,1.750717232,20
Hot Fuzz,Hot Fuzz,12000000,80573774,6.714481167,81
The Women,The Women,16000000,50007546,3.125471625,27
Vicky Cristina Barcelona,Vicky Cristina Barcelona,15000000,96408652,6.427243467,70
Boys and Girls,Boys and Girls,16000000,20627372,1.28921075,29
Jennifer's Body,Jennifer's Body,16000000,31556061,1.972253813,47
Drowning Mona,Drowning Mona,16000000,15427192,0.9641995,25
Philadelphia,Philadelphia,26000000,206678440,7.949170769,66
The Thirteenth Floor,The Thirteenth Floor,16000000,18564088,1.1602555,36
The Cookout,The Cookout,16000000,12,0.00000075,15
Detroit Rock City,Detroit Rock City,6500000,4217115,0.648786923,33
Highlander,Highlander,16000000,5900000,0.36875,24
Things We Lost in the Fire,Things We Lost in the Fire,16000000,2849142,0.178071375,63
The Immigrant,The Immigrant,16000000,5867686,0.366730375,77
Trance,Trance,20000000,24261569,1.21307845,61
Soul Plane,Soul Plane,16000000,14822346,0.926396625,33
Enter the Void,Enter the Void,13000000,754249,0.058019154,69
The Homesman,The Homesman,16000000,3442853,0.215178313,68
Slow Burn,Slow Burn,15500000,1237615,0.079846129,34
Tootsie,Tootsie,21000000,177200000,8.438095238,88
"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",17000000,213525736,12.56033741,94
Twins,Twins,15000000,216614388,14.4409592,53
The Yellow Handkerchief,The Yellow Handkerchief,15000000,317000,0.021133333,62
The Color Purple,The Color Purple,15000000,146292009,9.7528006,78
Coal Miner's Daughter,Coal Miner's Daughter,15000000,67182787,4.478852467,87
Diary of a Wimpy Kid,Diary of a Wimpy Kid,15000000,75700498,5.046699867,56
Mama,Mama,15000000,146497771,9.766518067,57
Bad Grandpa,Bad Grandpa,15000000,151831537,10.12210247,54
The Queen,The Queen,15000000,123384128,8.225608533,91
Beetlejuice,Beetlejuice,15000000,73326666,4.8884444,70
Why Did I Get Married?,Why Did I Get Married?,15000000,55184721,3.6789814,54
The Woman in Black,The Woman in Black,17000000,127730736,7.513572706,62
When a Stranger Calls,When a Stranger Calls,15000000,66966987,4.4644658,27
Big Fat Liar,Big Fat Liar,15000000,52970014,3.531334267,36
The Deer Hunter,The Deer Hunter,15000000,50000000,3.333333333,86
Wag the Dog,Wag the Dog,15000000,64256513,4.283767533,73
The Lizzie McGuire Movie,The Lizzie McGuire Movie,17000000,55534455,3.266732647,56
Snitch,Snitch,35000000,42930462,1.226584629,51
Krampus,Krampus,15000000,61548707,4.103247133,49
The Faculty,The Faculty,15000000,40283321,2.685554733,61
Cop Land,Cop Land,15000000,44862187,2.990812467,64
Not Another Teen Movie,Not Another Teen Movie,16000000,66468332,4.15427075,32
End of Watch,End of Watch,7000000,48126384,6.875197714,68
The Skulls,The Skulls,15000000,35007180,2.333812,24
The Theory of Everything,The Theory of Everything,15000000,123726688,8.248445867,72
Where the Heart Is,Where the Heart Is,15000000,33771174,2.2514116,30
Halloween II,Halloween II,15000000,39421467,2.6280978,40
Wild,Wild,15000000,52501541,3.500102733,76
The Last House on the Left,The Last House on the Left,15000000,32721635,2.181442333,42
The Wedding Date,The Wedding Date,15000000,47175038,3.145002533,32
Halloween: Resurrection,Halloween: Resurrection,13000000,37664855,2.897296538,19
The Princess Bride,The Princess Bride,16000000,30857814,1.928613375,77
The Great Debaters,The Great Debaters,15000000,30226144,2.015076267,65
Drive,Drive,15000000,78054825,5.203655,78
Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,15000000,29331068,1.955404533,33
The Object of My Affection,The Object of My Affection,15000000,46905889,3.127059267,51
28 Weeks Later,28 Weeks Later,15000000,64238440,4.282562667,78
When the Game Stands Tall,When the Game Stands Tall,15000000,30127963,2.008530867,41
Because of Winn-Dixie,Because of Winn-Dixie,14000000,32645546,2.331824714,54
Love & Basketball,Love & Basketball,20000000,27728118,1.3864059,51
All About Steve,All About Steve,15000000,40105542,2.6737028,17
The Craft,The Craft,15000000,24769466,1.651297733,55
Match Point,Match Point,15000000,85306374,5.6870916,72
The Remains of the Day,The Remains of the Day,11500000,23237911,2.020687913,84
Boogie Nights,Boogie Nights,15000000,43101594,2.8734396,85
Flicka,Flicka,15000000,21000000,1.4,57
Urban Legends: Final Cut,Urban Legends: Final Cut,14000000,38574362,2.755311571,16
The Marine,The Marine,20000000,22165608,1.1082804,45
Keanu,Keanu,15000000,20566327,1.371088467,63
Country Strong,Country Strong,15000000,20529194,1.368612933,45
The Place Beyond the Pines,The Place Beyond the Pines,15000000,35485608,2.3657072,68
The November Man,The November Man,15000000,32556119,2.170407933,38
The Hurt Locker,The Hurt Locker,15000000,42000000,2.8,95
Firestarter,Firestarter,15000000,17080167,1.1386778,50
Killing Them Softly,Killing Them Softly,15000000,37930465,2.528697667,64
A Most Wanted Man,A Most Wanted Man,15000000,31554855,2.103657,73
U2 3D,U2 3D,15000000,22730842,1.515389467,83
Highlander: Endgame,Highlander: Endgame,25000000,15843608,0.63374432,21
One Day,One Day,15000000,59389433,3.959295533,48
Whip It,Whip It,15000000,16633035,1.108869,68
Knockaround Guys,Knockaround Guys,15000000,12000000,0.8,30
The Man with the Iron Fists,The Man with the Iron Fists,15000000,15608545,1.040569667,51
Home Fries,Home Fries,15000000,10443316,0.696221067,45
Raise Your Voice,Raise Your Voice,15000000,14867514,0.9911676,33
The Big Lebowski,The Big Lebowski,15000000,46189568,3.079304533,71
Black Snake Moan,Black Snake Moan,15000000,10903846,0.726923067,52
Dark Blue,Dark Blue,15000000,9237470,0.615831333,57
A Mighty Heart,A Mighty Heart,16000000,18928871,1.183054438,74
Whatever It Takes,Whatever It Takes,15000000,9902115,0.660141,20
Boat Trip,Boat Trip,20000000,8586376,0.4293188,18
In Bruges,In Bruges,15000000,34533783,2.3022522,67
The Rocker,The Rocker,15000000,8762890,0.584192667,53
Post Grad,Post Grad,15000000,6405245,0.427016333,35
Promised Land,Promised Land,15000000,8138788,0.542585867,55
Whatever Works,Whatever Works,15000000,35097815,2.339854333,45
The In Crowd,The In Crowd,15000000,5217498,0.3478332,14
Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,15000000,15785148,1.0523432,72
Idle Hands,Idle Hands,25000000,4152230,0.1660892,31
Mulholland Drive,Mulholland Drive,15000000,20117339,1.341155933,83
Never Let Me Go,Never Let Me Go,15000000,9455232,0.6303488,69
Transsiberian,Transsiberian,15000000,5926410,0.395094,72
Funny Games,Funny Games,15000000,7938872,0.529258133,44
Metropolis,Metropolis,92620000,650422,0.007022479,98
District B13,District B13,12000000,9584131,0.798677583,70
Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,8000000,529766,0.06622075,46
The Assassin,The Assassin,15000000,632542,0.042169467,80
Ong Bak 2,Ong Bak 2,8500000,8936663,1.051372118,47
